#CustomerId,Surname,CreditScore,Age,Tenure,NumOfProducts,HasCrCard,EstimatedSalary,Exited,Balance,Rank
15762927,Sung,674,36,6,1,1,182157,0,100763,1636
15725997,She,660,35,6,1,1,19200,0,100769,1637
15702442,Benson,586,56,9,2,1,54448,0,100782,1638
15809722,Ankudinov,611,40,8,2,1,147358,0,100812,1639
15765457,Fowler,719,35,1,1,1,165009,0,100830,1640
15667742,Vincent,627,41,5,1,0,134665,0,100881,1641
15727311,Yen,539,22,0,2,1,38773,0,100886,1642
15783526,Le Hunte,589,36,1,1,1,68075,0,100896,1643
15812198,Chen,543,48,1,1,0,33311,1,100901,1644
15734634,Bocharova,607,27,5,1,0,7631,0,100912,1645
15708289,Graham,793,25,3,1,0,10580,0,100914,1646
15718057,Onyinyechukwuka,760,51,2,1,0,179615,1,100947,1647
15695097,Chiedozie,564,30,0,2,0,134175,0,100955,1648
15689425,Olejuru,687,35,8,2,1,22247,0,100988,1649
15724251,Todd,682,29,6,1,0,32590,1,101013,1650
15714397,Trentino,621,30,2,2,1,165257,0,101014,1651
15648881,Tsai,581,40,0,1,0,7926,1,101017,1652
15677249,Somadina,731,42,9,1,1,192176,0,101044,1653
15692132,Wilkinson,717,22,6,1,0,84700,0,101060,1654
15636454,Fu,691,60,6,1,1,177356,1,101071,1655
15705521,Pisani,548,33,0,1,1,42750,0,101084,1656
15579583,Hall,641,40,4,1,1,51703,0,101090,1657
15652782,Chibuzo,678,48,2,2,0,193476,0,101100,1658
15681671,Nkemjika,850,28,2,2,1,35337,0,101100,1659
15654341,Chao,542,34,8,1,1,196395,0,101116,1660
15777639,McGregor,595,23,10,2,0,37043,0,101127,1661
15581748,Shen,754,57,2,2,1,70954,0,101135,1662
15670562,Pharr,470,30,3,1,1,50907,0,101141,1663
15742358,Humphreys,696,32,8,1,1,115917,0,101161,1664
15574115,Shaw,656,41,6,2,1,35231,0,101179,1665
15635034,Aldrich,727,37,9,1,1,34551,1,101192,1666
15725776,Lazar,649,24,7,1,0,133091,0,101195,1667
15801431,Rowe,682,48,9,1,1,49733,0,101198,1668
15687491,Nkemdilim,817,45,9,1,0,88211,1,101208,1669
15709135,Pirozzi,691,30,7,2,0,156529,0,101232,1670
15775912,Mazzanti,698,48,4,2,0,177816,1,101238,1671
15756824,Giordano,613,50,5,2,1,12494,0,101243,1672
15648794,Giordano,836,57,4,1,1,37142,1,101247,1673
15569451,Miller,463,35,2,1,1,118114,0,101257,1674
15647800,Greco,850,34,6,1,1,33502,0,101267,1675
15801293,Ni,850,27,1,2,1,26265,0,101278,1676
15574167,Fox,665,33,2,1,1,159841,0,101286,1677
15696506,MacDonald,604,27,9,1,0,30252,0,101353,1678
15674840,Chiazagomekpere,645,38,5,2,0,4400,0,101430,1679
15810485,Sun,486,37,1,1,0,51365,0,101438,1680
15666141,Baldwin,829,26,8,2,1,19325,0,101440,1681
15696301,Snider,719,37,9,1,1,25804,1,101456,1682
15698285,Ting,676,41,4,1,1,79102,0,101457,1683
15625092,Colombo,502,57,3,1,1,43568,1,101465,1684
15620557,Ni,561,37,4,1,0,88838,0,101470,1685
15746258,Wright,622,29,7,1,1,8788,0,101487,1686
15759387,McIntosh,598,38,1,1,1,75959,1,101487,1687
15685920,Lombardo,599,34,2,1,0,198030,0,101507,1688
15654760,Su,811,40,1,1,1,121765,0,101515,1689
15713354,Morrice,597,22,6,1,1,70529,1,101529,1690
15622033,Rapuluchukwu,847,41,3,4,1,16025,1,101544,1691
15773338,Endrizzi,739,58,2,1,1,72169,0,101579,1692
15591509,Milano,690,36,7,2,1,123775,0,101583,1693
15636731,Ts'ai,714,36,1,2,1,448,0,101609,1694
15799966,Chigolum,792,59,9,1,0,161479,1,101610,1695
15654025,Jones,646,51,4,1,0,130541,0,101629,1696
15696061,Brownless,581,34,1,1,1,110432,0,101633,1697
15703399,McNeil,756,26,5,2,0,154461,0,101641,1698
15611223,Ko,752,38,10,2,1,172001,0,101649,1699
15631709,Ginikanwa,470,31,2,2,1,45034,0,101675,1700
15761606,Law,617,37,9,1,1,123866,0,101708,1701
15671209,Holden,593,29,5,3,1,134595,0,101714,1702
15628205,Greco,571,34,1,1,0,195652,0,101737,1703
15686255,Mouzon,738,35,6,1,0,85185,0,101745,1704
15577751,Pisano,759,30,4,1,0,8694,0,101803,1705
15591607,Fernie,770,24,9,1,1,167256,0,101827,1706
15698031,Romano,587,39,6,2,1,7104,0,101852,1707
15769254,Tuan,757,34,9,2,0,187012,0,101861,1708
15580845,Chienezie,685,57,7,1,0,113484,0,101869,1709
15589420,Osinachi,795,40,2,1,1,183045,0,101891,1710
15688210,Sims,670,39,8,1,0,89206,0,101929,1711
15716926,Macleod,807,33,10,2,1,178154,0,101953,1712
15633950,Yen,737,41,1,1,1,123547,0,101961,1713
15772363,Hilton,772,42,0,1,1,90928,0,101979,1714
15738835,Slater,850,38,7,2,0,43801,0,101986,1715
15762615,Campbell,597,40,8,1,0,94774,0,101993,1716
15622801,Brown,555,27,8,1,1,116757,0,102000,1717
15784526,Chen,616,44,5,1,0,178235,1,102016,1718
15767821,Bearce,528,31,6,2,0,80181,0,102017,1719
15619616,Costa,571,33,9,2,0,128600,0,102017,1720
15713517,Otitodilinna,529,39,6,2,1,12351,0,102025,1721
15748660,Ellis,561,49,1,1,1,133052,1,102025,1722
15573348,Maclean,850,35,9,1,1,3770,0,102050,1723
15585427,Madueke,528,26,10,2,0,166800,0,102074,1724
15797751,Pai,466,47,5,1,1,183536,1,102086,1725
15593976,Swanson,578,31,5,4,0,187866,1,102089,1726
15595917,Mackay,580,35,1,1,0,168286,0,102097,1727
15641158,Belcher,739,32,3,1,1,63981,1,102128,1728
15650351,Millar,653,38,8,1,1,166521,0,102133,1729
15741180,Eddy,617,54,6,1,1,45325,0,102142,1730
15667971,Shepherd,592,34,6,2,1,102629,0,102144,1731
15784286,Wood,641,40,5,1,1,100637,0,102145,1732
15672027,McIntyre,717,33,10,2,1,23232,0,102185,1733
15717164,Genovese,485,32,6,2,1,194010,0,102238,1734
15578546,Akobundu,491,26,4,1,1,145901,0,102251,1735
15568885,Scott,620,34,8,1,1,120672,0,102252,1736
15690337,Chinwenma,581,27,5,2,1,194682,0,102258,1737
15784000,Pope,715,34,9,1,0,177853,1,102278,1738
15572762,Matveyeva,410,50,2,2,1,89822,0,102279,1739
15800773,Ikenna,648,28,9,1,1,157891,0,102283,1740
15727317,Brady,533,49,1,3,1,69409,1,102287,1741
15752488,Emery,733,31,9,1,1,115442,0,102290,1742
15776939,Zox,778,48,3,2,1,182691,0,102291,1743
15684147,Palerma,678,43,5,1,1,79650,0,102338,1744
15709183,Davidson,707,58,3,1,1,114673,0,102347,1745
15634891,Jamison,504,43,7,1,1,194691,1,102365,1746
15683892,Fraser,677,26,3,1,1,119369,0,102396,1747
15799128,Matthews,608,38,9,1,0,57601,0,102407,1748
15757933,Hardy,733,30,1,1,1,21557,0,102453,1749
15751561,Meng,498,61,7,1,1,187248,1,102453,1750
15623560,Onyekachukwu,668,35,6,1,1,53995,0,102483,1751
15815125,Michael,668,45,4,2,1,158379,0,102486,1752
15572657,H?,472,29,8,1,0,181225,0,102490,1753
15751057,Douglas,701,32,5,1,0,106288,0,102500,1754
15619087,Taylor,762,53,1,1,1,170195,0,102520,1755
15729117,Trevisano,607,31,1,1,1,166793,0,102524,1756
15706365,Bianchi,648,50,9,1,1,189543,0,102536,1757
15747808,Ni,712,29,3,1,1,189681,0,102541,1758
15673995,Tu,516,65,9,1,1,181490,0,102541,1759
15623202,Maslov,704,39,10,2,1,171971,1,102556,1760
15661528,Ashbolt,583,47,5,1,1,92708,0,102562,1761
15587013,Tien,653,31,7,1,1,11044,0,102575,1762
15736124,Thompson,617,25,1,2,1,115387,0,102586,1763
15629002,Hamilton,747,36,8,2,1,180694,0,102603,1764
15627859,Nebeolisa,607,29,7,1,1,163257,0,102609,1765
15567246,Selwyn,684,32,3,2,1,127433,0,102630,1766
15607526,Lu,638,50,1,1,1,168360,1,102645,1767
15715142,Repina,739,45,7,1,0,147803,1,102704,1768
15758451,Azuka,765,37,7,1,1,9088,0,102709,1769
15572461,Kung,663,29,4,2,0,21171,0,102715,1770
15630363,Nkemakonam,437,39,0,1,0,22192,0,102721,1771
15568876,Hughes,496,34,1,2,1,180845,0,102723,1772
15718839,Tsui,850,38,2,2,0,23975,0,102741,1773
15594720,Scott,460,35,8,2,1,189340,0,102743,1774
15746451,Barry,686,41,7,1,0,194914,0,102750,1775
15616931,Moore,653,41,8,1,1,55664,0,102768,1776
15748752,Ch'in,608,33,1,2,1,70706,0,102773,1777
15762993,Trevisano,796,32,5,2,0,117833,0,102773,1778
15680201,Marcelo,627,24,5,2,1,56793,1,102773,1779
15599081,Watt,507,46,8,1,1,70324,0,102785,1780
15685019,Graham,528,29,3,1,1,55973,0,102787,1781
15812365,Greco,850,40,8,1,1,60812,0,102801,1782
15742607,Ermakov,850,36,7,1,1,87352,0,102801,1783
15738721,Graham,773,41,9,1,0,64595,0,102827,1784
15666012,Rippey,603,40,4,2,1,38829,0,102833,1785
15738889,Shih,658,42,8,1,0,103765,1,102871,1786
15679029,Kung,718,33,7,1,0,117841,0,102874,1787
15723008,Lo Duca,720,45,1,2,1,35633,1,102882,1788
15715414,White,658,38,6,1,0,155666,0,102895,1789
15628904,Bowen,733,35,8,1,1,45960,0,102918,1790
15647453,Ifeajuna,721,42,4,1,0,1188,0,102937,1791
15784161,Hargreaves,583,39,8,1,0,52862,0,102945,1792
15623478,Maslova,670,32,4,2,0,134942,0,102955,1793
15750569,Iweobiegbunam,684,46,3,2,1,154137,0,102955,1794
15775192,Rounsevell,732,48,4,1,1,120853,1,102963,1795
15654700,Fallaci,523,40,2,1,1,128702,1,102967,1796
15688880,Amechi,672,40,10,1,1,1286,1,102980,1797
15728829,Weigel,509,18,7,1,1,171771,0,102984,1798
15766667,Langler,717,36,2,2,0,49186,0,102990,1799
15592736,Lucchese,551,54,5,1,1,176680,1,102994,1800
15789714,Semmens,691,21,3,1,1,104649,0,103001,1801
15681342,Hurst,639,35,1,2,1,139094,0,103015,1802
15641994,Meng,667,43,1,1,1,32462,1,103018,1803
15586970,Pinto,695,52,8,1,1,22486,0,103023,1804
15807768,Cohn,702,28,1,1,1,40322,0,103034,1805
15571305,Stephenson,588,35,1,1,1,179866,1,103061,1806
15657566,Wieck,634,24,8,1,1,157577,0,103098,1807
15716605,Chukwufumnanya,710,24,7,2,1,173277,0,103099,1808
15719426,Cole,529,67,8,2,1,154002,1,103102,1809
15810839,Rogers,610,34,0,1,0,125647,0,103108,1810
15747168,Sanders,626,47,2,1,0,166475,1,103109,1811
15626385,George,714,33,10,2,1,49672,0,103121,1812
15756071,Kang,756,34,1,1,1,90059,0,103133,1813
15779744,Chou,537,30,1,1,1,96555,0,103138,1814
15665524,Savage,605,41,5,1,0,143204,0,103155,1815
15787318,Holmwood,537,47,6,1,1,16260,1,103163,1816
15772573,Simpson,735,55,2,1,0,163516,0,103177,1817
15797919,Ting,773,37,2,2,1,178268,0,103195,1818
15610271,Andreev,684,42,3,1,1,31002,0,103210,1819
15803804,Walker,717,35,5,1,1,172173,0,103215,1820
15733842,Pirozzi,597,24,1,1,1,60420,0,103219,1821
15618255,Fedorov,642,56,6,2,1,143050,1,103245,1822
15571476,Kelly,635,38,0,1,0,158345,0,103257,1823
15637169,Maclean,838,67,4,1,1,78310,0,103268,1824
15574554,Pugh,537,66,8,2,1,130665,0,103291,1825
15737542,Davey,611,36,10,1,1,160548,0,103295,1826
15615820,MacDonald,837,49,8,1,1,50975,0,103302,1827
15583499,Chiagoziem,510,32,9,1,1,46128,0,103325,1828
15815040,Ma,552,42,8,1,0,186870,1,103362,1829
15656062,Azikiwe,637,33,7,1,1,84420,0,103378,1830
15766205,Yin,550,38,2,1,0,90878,0,103391,1831
15631882,Yeh,688,45,9,1,0,129871,0,103400,1832
15570289,Benson,697,43,8,1,1,66893,1,103409,1833
15632793,Wilkinson,638,29,9,1,1,15336,0,103418,1834
15590199,Temple,701,28,1,1,0,76305,0,103421,1835
15730469,Anenechi,663,31,4,2,0,36479,0,103430,1836
15807045,Milanesi,829,37,3,1,0,1114,0,103458,1837
15589257,Grant,670,35,3,2,1,174627,0,103465,1838
15774155,Trevisani,662,33,0,1,1,162703,0,103472,1839
15622507,Hamilton,748,40,3,2,0,38153,0,103499,1840
15617657,Ts'ai,664,36,0,1,1,146192,0,103502,1841
15650924,Foster,761,32,4,2,1,177622,0,103515,1842
15703354,Aksenov,808,33,2,1,1,113908,0,103517,1843
15700476,Azubuike,564,41,9,2,1,34338,0,103523,1844
15700046,Yuan,635,41,4,2,1,193747,0,103545,1845
15644361,Hooper,702,40,1,1,0,9713,1,103549,1846
15566211,Hsu,616,41,1,1,1,236,1,103561,1847
15802501,Onyeorulu,724,33,5,2,1,121086,0,103565,1848
15812513,Nnaife,599,45,10,1,1,132128,1,103583,1849
15737521,Ball,619,40,9,2,0,140947,0,103604,1850
15738936,Stevenson,760,29,5,2,0,86335,0,103607,1851
15604146,Kaodilinakachukwu,608,38,8,2,1,137080,0,103654,1852
15793813,Onochie,774,36,7,1,0,118972,0,103688,1853
15808868,Nwokeocha,652,31,3,3,0,155221,1,103697,1854
15766288,Ikechukwu,586,36,5,1,1,194073,1,103701,1855
15601787,Greco,641,35,2,1,0,192464,1,103712,1856
15708362,Watson,793,63,4,2,1,80272,0,103730,1857
15772329,Fiorentino,580,45,8,1,1,47429,1,103741,1858
15771873,Buccho,776,37,2,2,1,194099,0,103769,1859
15638149,Rowley,528,37,6,1,1,197112,0,103772,1860
15618661,Chidubem,535,30,6,1,1,125711,0,103805,1861
15762198,Capon,812,34,5,1,1,166038,0,103818,1862
15695499,Chinwemma,510,45,10,2,0,77879,0,103821,1863
15739292,Gorshkov,609,31,9,1,1,150218,0,103838,1864
15714970,Holbrook,667,32,0,1,1,20561,0,103847,1865
15723484,Hunt,669,42,1,1,1,148612,0,103873,1866
15706269,Willis,489,47,8,2,1,107625,0,103894,1867
15648225,Shephard,652,38,1,1,0,159649,0,103895,1868
15573112,Kang,602,29,5,1,1,161230,0,103907,1869
15602010,Zikoranaudodimma,850,45,5,1,1,60083,1,103910,1870
15608246,Wentcher,736,36,8,1,1,110036,1,103914,1871
15618243,Buckland,730,43,1,1,1,193650,0,103960,1872
15791191,Mitchell,633,59,2,1,1,103159,0,103997,1873
15696826,James,633,32,1,1,0,36643,0,104001,1874
15628950,Coates,501,25,6,1,1,114774,0,104014,1875
15796834,Rivers,652,35,7,2,1,55208,0,104016,1876
15667438,Ferguson,675,38,1,1,0,22069,1,104017,1877
15790683,Matthews,850,36,1,2,0,68594,0,104077,1878
15624623,Hs?,516,35,10,2,0,119666,0,104089,1879
15787772,Hansen,759,38,1,1,0,91562,0,104091,1880
15716218,Higgins,709,45,3,1,0,174032,0,104119,1881
15710365,Thomson,646,50,0,2,1,181795,1,104129,1882
15687852,Vinogradoff,611,30,2,1,0,159630,0,104146,1883
15636820,Loggia,725,40,8,1,1,62028,0,104150,1884
15605684,Phelan,664,31,7,1,1,134170,0,104159,1885
15574068,Norman,504,56,9,1,0,55857,1,104217,1886
15575619,Teakle,656,32,1,1,1,17034,0,104254,1887
15704340,Fu,581,37,10,1,1,86609,0,104255,1888
15757897,Binder,766,26,3,1,1,428,0,104259,1889
15651664,Wilder,615,61,1,1,1,62846,1,104268,1890
15790235,Hsing,778,40,8,2,1,117507,0,104291,1891
15801658,Summers,580,55,6,1,0,175750,0,104306,1892
15792989,Bianchi,543,71,1,1,1,25650,0,104309,1893
15672091,Ulyanov,786,32,2,2,0,59560,0,104336,1894
15681878,Fan,436,45,3,2,1,183540,1,104339,1895
15628203,Pai,637,38,3,1,0,119883,0,104340,1896
15695679,Yao,776,39,2,1,0,79503,0,104349,1897
15669219,Wilson,588,35,3,1,1,94499,0,104356,1898
15701265,Tretiakov,559,36,1,2,0,54184,0,104357,1899
15610753,Cremonesi,581,28,3,1,1,29938,0,104368,1900
15626985,Yefremova,850,39,0,1,1,105887,0,104387,1901
15771728,Mackenzie,641,41,7,3,1,17384,0,104406,1902
15696514,Calabrese,587,37,6,1,1,192026,0,104414,1903
15614827,Sun,503,42,8,1,1,147558,0,104430,1904
15653521,Onuora,850,40,7,1,1,748,0,104450,1905
15656840,Zikoranachukwudim,547,29,6,1,1,37160,0,104451,1906
15606097,Zakharov,665,63,7,1,1,25165,1,104470,1907
15791780,Ts'ao,706,48,10,3,0,158249,1,104478,1908
15748352,Endrizzi,598,34,0,1,0,43250,0,104488,1909
15738411,Ho,505,34,10,1,0,126451,0,104499,1910
15766686,Nebechi,659,39,1,1,1,20653,0,104502,1911
15730345,Miah,617,35,2,1,1,147636,0,104508,1912
15632899,Nwankwo,662,20,9,2,0,73108,0,104509,1913
15718765,Maclean,501,43,6,1,0,81124,1,104533,1914
15597949,Gilbert,768,47,5,1,1,48137,1,104553,1915
15681026,Lucciano,795,33,9,1,1,120854,1,104553,1916
15750156,Yu,662,59,2,1,1,8059,1,104568,1917
15792862,Blinova,653,41,1,1,1,15126,1,104584,1918
15678058,Ayers,584,38,9,1,1,176679,0,104584,1919
15682021,Lai,471,23,6,2,1,131736,0,104593,1920
15763907,Watts,820,39,1,1,1,61538,1,104614,1921
15640266,Windsor,621,41,5,1,1,95551,0,104632,1922
15698732,K'ung,789,51,3,1,1,74265,0,104677,1923
15732199,Gether,837,31,9,1,0,50973,0,104679,1924
15813946,Duffy,637,51,1,1,1,55267,1,104683,1925
15577064,Onyekaozulu,592,36,2,2,1,107949,0,104703,1926
15781505,Giordano,685,20,4,2,1,38691,0,104720,1927
15785350,Austin,528,23,7,1,1,170263,0,104745,1928
15802758,Chinwendu,594,23,4,2,1,56757,1,104754,1929
15749638,Kaodilinakachukwu,605,51,9,1,1,165575,1,104761,1930
15811978,Trevisani,693,46,2,1,1,62368,0,104763,1931
15618018,Dickson,571,35,1,2,0,178513,0,104784,1932
15626612,Yin,741,40,4,1,1,135164,1,104784,1933
15762605,Wall,685,58,1,1,1,154181,0,104797,1934
15781802,Abramov,755,41,6,1,1,126014,1,104817,1935
15624596,Trentini,534,23,5,1,0,160176,0,104822,1936
15610337,Stephens,666,35,2,1,1,175015,0,104832,1937
15741875,Williamson,746,25,3,1,0,71911,0,104834,1938
15700964,Pollard,624,27,7,1,1,167387,0,104849,1939
15690209,Hsiao,715,32,3,2,1,114150,0,104857,1940
15718242,Wollstonecraft,725,47,1,1,0,86623,1,104887,1941
15632736,Liang,850,30,3,2,1,42933,0,104911,1942
15572547,Vaguine,670,45,9,1,1,155922,1,104930,1943
15600103,Alexander,633,29,8,1,1,97684,0,104944,1944
15724848,Oluchukwu,516,46,1,1,1,115789,1,104948,1945
15799710,Wei,739,37,7,1,0,80884,0,104960,1946
15702030,Azarov,516,29,2,1,1,157379,0,104983,1947
15627699,Pirogova,558,32,10,1,1,190020,0,105000,1948
15595426,Madukwe,603,57,6,2,1,87412,1,105001,1949
15652048,Thompson,563,44,7,2,1,197812,0,105007,1950
15619953,Efremov,662,42,6,1,1,48242,0,105021,1951
15785406,Watts,446,51,4,1,0,70614,0,105056,1952
15815428,Biryukova,823,34,3,1,1,9218,0,105057,1953
15622478,Greaves,698,40,7,3,1,107815,1,105062,1954
15678210,Robson,684,38,5,2,1,198355,0,105070,1955
15598175,Toscani,592,26,4,2,1,132802,0,105082,1956
15692142,Rogova,707,48,7,1,1,180345,1,105087,1957
15710105,Stirling,581,26,3,1,1,184520,1,105099,1958
15815560,Bogle,666,74,7,1,1,46172,0,105103,1959
15735909,McDonald,607,39,8,1,1,104722,1,105103,1960
15750264,Pinto,757,30,6,2,1,62972,0,105129,1961
15805463,Board,682,32,2,2,1,164170,0,105164,1962
15709252,Fuller,616,28,10,1,0,29835,1,105174,1963
15670080,Mackenzie,584,29,7,1,0,138490,0,105204,1964
15665168,Calabrese,681,44,3,2,1,163558,0,105207,1965
15644296,Scott,740,30,8,1,1,1853,0,105210,1966
15677105,Rossi,706,46,4,1,1,108700,1,105215,1967
15650670,Bateson,567,40,2,2,1,93796,0,105223,1968
15580043,Murray,575,22,8,1,1,34397,0,105229,1969
15765518,Gregson,643,51,2,1,1,34968,1,105230,1970
15785490,Okeke,771,50,3,1,1,16282,1,105230,1971
15643392,Woods,742,31,4,1,1,19700,0,105239,1972
15758023,Grigoryeva,544,47,5,1,0,99922,1,105245,1973
15747014,Pisani,850,28,1,1,0,74780,0,105245,1974
15778694,Sievier,638,26,1,2,1,23491,0,105250,1975
15606552,Akabueze,741,37,9,2,1,149504,0,105262,1976
15763579,Castro,702,36,2,2,1,52910,0,105265,1977
15688619,Scott,718,45,3,2,1,193725,0,105266,1978
15706729,Hsiao,662,38,0,1,0,179833,0,105272,1979
15731463,Gboliwe,818,43,10,1,1,78942,0,105302,1980
15623744,McLean,634,34,8,1,1,123165,0,105303,1981
15630913,Rosas,476,69,1,1,0,134260,0,105304,1982
15801247,Fan,605,39,10,2,1,138021,0,105318,1983
15796351,Yao,603,35,1,2,1,130380,0,105346,1984
15623369,Clifton,708,52,10,1,1,123,1,105356,1985
15688059,Chin,807,42,9,2,1,130489,0,105356,1986
15790019,Onwughara,520,35,9,1,1,25059,0,105388,1987
15612092,Palmer,646,32,8,1,1,78112,1,105398,1988
15696231,Chiwetelu,635,29,7,1,1,149854,0,105406,1989
15717065,Balashov,686,35,8,1,1,35356,0,105420,1990
15622911,Jude,759,42,4,1,0,121409,0,105420,1991
15803842,Dunn,752,45,3,2,0,89773,0,105427,1992
15774192,Miller,539,38,8,1,0,80575,1,105436,1993
15610379,Barclay-Harvey,599,30,9,1,1,121125,0,105444,1994
15643487,Sal,630,39,10,1,0,58855,1,105474,1995
15681274,Marshall,726,56,2,1,1,46045,0,105474,1996
15588372,Kirsova,715,37,9,1,0,143096,1,105489,1997
15685564,Nnamutaezinwa,748,35,5,1,1,150057,0,105493,1998
15723685,Ekechukwu,601,26,7,2,1,50071,0,105515,1999
15644934,Gentry,466,26,9,1,1,10842,0,105522,2000
15697497,She,518,45,9,2,1,73418,0,105526,2001
15662238,Davis,822,37,3,1,1,182625,0,105563,2002
15650322,Grigoryeva,701,34,3,1,0,74694,0,105589,2003
15607837,Muriel,746,29,4,1,1,43106,0,105600,2004
15724181,Hudson,647,47,5,2,1,157361,0,105603,2005
15808851,Bufkin,511,75,9,1,0,105425,0,105609,2006
15755077,Norton,778,37,0,2,1,133700,1,105618,2007
15696539,Wade,613,21,7,1,1,36561,0,105628,2008
15725024,Pope,805,33,3,2,0,33331,0,105664,2009
15780386,Ferri,654,40,5,1,1,173617,0,105684,2010
15568573,Graham,554,51,7,1,0,179798,1,105702,2011
15675896,Gough,680,42,7,1,1,90558,1,105723,2012
15814690,Chukwujekwu,595,64,2,1,1,89936,1,105736,2013
15617790,Hanson,626,29,4,2,0,41105,0,105767,2014
15656086,Bovee,542,54,8,1,0,140930,1,105770,2015
15786196,Han,555,44,3,3,1,60534,1,105771,2016
15691703,Shih,545,47,8,1,0,67830,1,105792,2017
15625395,Chinomso,585,28,6,1,1,41219,0,105796,2018
15659366,Shih,807,43,1,2,1,34888,1,105799,2019
15750921,Monds,521,37,5,2,1,84908,0,105843,2020
15604020,Otoole,773,36,4,1,0,4395,0,105859,2021
15569624,Feng,671,31,6,2,1,145567,0,105865,2022
15598510,Colombo,583,27,4,2,1,195732,0,105907,2023
15567834,Nieves,719,49,5,1,1,16247,0,105918,2024
15689294,Onyemaechi,705,44,3,1,1,82464,0,105935,2025
15713532,Wang,646,29,4,1,1,15471,0,105957,2026
15813844,Barnes,703,37,8,2,0,74159,0,105962,2027
15796787,Vassiliev,681,46,0,1,1,5772,0,105969,2028
15731555,Ross-Watt,595,45,9,1,0,191449,1,106000,2029
15702277,Smith,650,34,4,1,0,142995,0,106006,2030
15675337,Forbes,395,34,5,1,1,17377,1,106012,2031
15671172,Swain,623,23,1,2,0,191416,0,106012,2032
15595153,Tucker,644,44,8,2,0,148727,0,106023,2033
15585249,Mironova,741,42,6,1,1,194687,1,106037,2034
15717706,Forbes,799,32,3,2,1,17938,0,106046,2035
15661034,Ngozichukwuka,813,29,5,1,0,187977,1,106059,2036
15589018,Padilla,719,28,3,2,1,183893,0,106070,2037
15665861,Avdeev,733,44,3,1,0,101617,0,106071,2038
15629299,Yang,546,52,1,1,1,23548,1,106075,2039
15610403,Anderson,659,43,1,2,1,26901,0,106086,2040
15641091,Onyemauchechukwu,695,31,5,1,0,99538,0,106089,2041
15635459,Shih,667,27,3,2,1,3675,0,106117,2042
15583076,Deleon,588,41,6,2,1,198767,0,106117,2043
15799350,Mao,632,41,0,1,0,105570,0,106134,2044
15620204,Walker,543,57,1,2,1,120657,1,106138,2045
15771477,Fiorentini,779,49,9,1,0,116894,0,106160,2046
15657107,Angelo,563,46,8,1,1,163146,1,106172,2047
15591100,Chiemela,675,36,9,1,0,22994,0,106191,2048
15785519,May,565,36,6,1,1,149576,0,106192,2049
15756820,Fleming,655,26,7,1,0,32020,0,106199,2050
15586523,Paten,720,29,7,1,1,69904,1,106231,2051
15590876,Knupp,764,24,7,1,0,115676,0,106234,2052
15691952,Fanucci,676,37,10,1,1,166678,0,106243,2053
15726774,Field,563,35,3,1,0,39546,0,106251,2054
15583394,Zuyev,659,39,8,2,1,198103,0,106260,2055
15726153,Fanucci,622,31,5,1,1,2578,0,106261,2056
15763108,Davis,600,53,7,1,1,93630,1,106262,2057
15720662,Sholes,787,35,1,1,1,16607,0,106267,2058
15568904,Kruglova,608,34,3,1,1,36639,0,106289,2059
15675675,Slate,850,32,5,1,1,121983,0,106291,2060
15706810,Zuyeva,606,32,1,2,0,59061,0,106302,2061
15774696,Cole,640,75,1,2,0,113429,0,106308,2062
15598157,Onyeorulu,728,34,4,1,1,88681,0,106328,2063
15660505,Romani,735,46,2,1,1,114371,1,106345,2064
15795881,Alexander,776,35,8,1,1,148528,0,106365,2065
15612087,Dike,671,45,2,1,0,158265,0,106377,2066
15729238,Peng,631,48,1,1,1,150661,1,106396,2067
15578096,Nnachetam,537,26,7,1,0,103563,0,106398,2068
15584477,K?,655,35,1,1,1,82900,0,106405,2069
15610226,Fenton,614,27,9,2,0,77501,0,106415,2070
15657809,Lo,585,55,10,3,1,122961,1,106416,2071
15764226,Lu,630,28,8,1,1,20345,0,106426,2072
15766378,Marsden,714,45,9,2,1,164118,0,106432,2073
15567063,Manna,766,34,6,1,0,137996,1,106435,2074
15642202,Whitfield,821,37,5,2,0,127413,0,106454,2075
15640846,Chibueze,546,58,3,4,1,128882,1,106458,2076
15577905,Hammond,660,34,8,2,0,182263,0,106487,2077
15572182,Onwuamaeze,505,33,3,3,1,45446,1,106507,2078
15624293,Mironova,514,46,3,1,1,55072,0,106512,2079
15754084,Palazzi,710,35,1,1,1,127952,0,106519,2080
15630704,Haworth,612,32,9,2,1,177092,0,106521,2081
15705403,Seleznyova,617,46,3,1,0,86587,0,106521,2082
15702968,Artemieva,733,74,3,1,1,134590,0,106546,2083
15677049,O'Brien,595,25,7,2,0,177026,0,106570,2084
15735688,Horsley,753,31,6,1,0,91306,0,106596,2085
15783029,Monaldo,671,34,7,2,1,26388,0,106604,2086
15757895,Martin,569,30,6,1,0,44115,0,106629,2087
15757015,Davies,783,41,5,1,1,176946,0,106641,2088
15760641,Gerald,608,26,1,1,0,7064,0,106649,2089
15806447,Mazzanti,690,32,0,2,1,137916,0,106684,2090
15579820,Robertson,704,38,6,1,1,173777,0,106688,2091
15569438,Mai,607,36,10,2,0,198314,0,106703,2092
15617486,Sullivan,530,52,1,1,0,109960,1,106723,2093
15785705,Thomson,705,44,10,1,1,137420,1,106732,2094
15644621,Mironova,597,40,9,2,1,151168,0,106756,2095
